,Title,URL,Album,InAnAlbum,Lyrics
95,Silhouette,https://genius.com/Owl-city-silhouette-lyrics,The Midsummer Station,True,"I'm tired of waking up in tears
'cause I can't put to bed these phobias and fears
I'm new to this grief I can't explain
But I'm no stranger to the heartache and the pain
The fire I began, is burning me alive
But I know better than to leave and let it die
I'm a Silhouette asking every now and then
Is it over yet? Will I ever feel again?
I'm a Silhouette chasing rainbows on my own
But the more I try to move on the more I feel alone
So I watch the summer stars to lead me home
I'm sick of the past I can't erase
A jumble of footprints and hasty steps I can't retrace
The mountain of things that I still regret
Is a vile reminder that I would rather just forget
The fire I began, is burning me alive
But I know better than to leave and let it die
I'm a Silhouette asking every now and then
Is it over yet? Will I ever smile again?
I'm a Silhouette chasing rainbows on my own
But the more I try to move on the more I feel alone
So I watch the summer stars to lead me home
'cause I walk alone
No matter where I go
'cause I walk alone
No matter where I go
'cause I walk alone
No matter where I go
I'm a Silhouette asking every now and then 
Is it over yet? Will I ever love again? 
I'm a Silhouette chasing rainbows on my own
But the more I try to move on the more I feel alone
So I watch the summer stars to lead me home
I watch the summer stars to lead me home"
97,Speed of Love,https://genius.com/Owl-city-speed-of-love-lyrics,The Midsummer Station,True,"I tried to disappear
But you're the only reason I'm floating here
Eyes painted crystal clear
I can see our future through the atmosphere
Don't you go, no, don't you go
Don't you know I'm up here alone
Yeah, I am like a satellite
Sending you a signal tonight
Oh, oh, oh like a streak of light
Oh, oh, oh watch the world fly by
Oh, oh, oh rev your engine up
Everybody's racing at the speed of love
You were so hard to find
With oh, so many clouds across my summer sky
You, my constellation prize
Yeah, every single star is sparkling in your eyes
So, don't you go, no, don't you go
Because don't you know I'm up here alone
Yeah, so high, like a satellite
I'm sending you a signal tonight
Oh, oh, oh like a streak of light
Oh, oh, oh watch the world fly by
Oh, oh, oh rev your engine up
Everybody's racing at the speed of love
Oh, oh, oh like a streak of light
Oh, oh, oh watch the world fly by
Oh, oh, oh rev your engine up
Everybody's racing at the speed of love
One track, one mind, one race to win
One start, one heart, one life to live
One track, one mind, one race to win
One start, one heart, one life to live
Oh, oh, oh like a streak of light
Oh, oh, oh watch the world fly by
Oh, oh, oh rev your engine up
Everybody's racing at the speed of love
Oh, oh, oh like a streak of light
Oh, oh, oh watch the world fly by
Oh, oh, oh rev your engine up
Everybody's racing at the speed of love"
98,Strawberry Avalanche,https://genius.com/Owl-city-strawberry-avalanche-lyrics,Ocean Eyes,True,"This is a world of dreams and reverie
Where I felt the stars explode around me
A grass blade flashed with a gleam
As it slashed open a moonbeam
And I stared back breathlessly
As mountains of fruit tumbled out
I barely had the chance to shout
""Oh strawberry avalanche, crash over me!""
Staying awake that night was rather hard
Deep in a sleeping bag in your back yard
When we woke up buried alive
Beneath the fruity landslide
We both laughed hysterically
It could've been just another dream
But I swear I heard you scream
""Oh strawberry avalanche, crash over me!""
Hope is a citrus constellation in the galaxy
Scratched on the back of both my eyelids
That I've been dying to see 
If you were a beautiful sound in the echoes all around
Then I'd be your harmony
And we'd sing along with the crowds
Beneath the candy coated clouds
""Oh strawberry avalanche, please crash over me.""
This is a world of dreams and reverie
Where I felt the stars explode around me"
99,Sunburn,https://genius.com/Owl-city-sunburn-lyrics,Ocean Eyes,True,"So there we were, back home from somewhere inside my head
Oh, bravely I fought off the monsters beneath her bed
Pillars of postwar books supported my frame of mind
While she memorized the pages that I tried to not hide
Behind
She took my hand in hers and whispered her love for me
The lantern died that night but we didn't need to see
Implying that she's the bee's knees and I am the cat's meow
It's funny how she recalls what I can't remember now
But when her smile came back
And I didn't feel half as horrible
She gave me a heart attack
Just because she looked so adorable
We both put our sunblock on
Played on the beach and vowed
That we'd live and we'd learn
Yeah, but she got a tan and
I got a sunburn
I got a sunburn
So there we were out there, unaware of where we'd been
We kicked off our flip-flops and swung from the rooftops again
It's awkward but I'll confess she's all I can think about
And it's funny how I recall what she can't remember now
But when her smile came back
And I didn't feel half as horrible
She gave me a heart attack
Just because she looked so adorable
We both put our sunblock on
Played on the beach and vowed
That we'd live and we'd learn
Yeah, but she got a tan and
I got a sunburn
Oh, afterglow, look out below
We left a trail of dust behind
As we parted ways, she held my gaze
And left an imprint on my mind
I tried not to cry as we said goodbye
And hung the clouds above my town
But I shed a tear when she disappeared
'Cause now I'm a stranger on the ground
(When her smile came back
And I didn't feel half as horrible
She gave me a heart attack)
We both put our sunblock on
Played on the beach and vowed
That we'd live and we'd learn
But she got a tan and I got a sunburn
She got a tan and I got a sunburn
Yeah, but she got a tan and I got a sunburn"
102,Take It All Away,https://genius.com/Owl-city-take-it-all-away-lyrics,The Midsummer Station,True,"There was a shot in the dark
I was caught by surprise
There was a hole in my heart
There were tears in your eyes
And there was nothing to say
Because you made up your mind
And so I guess what you meant
When you left was goodbye
So if you're going to go
And leave me in a lonely gray
I won't let it show
Until you finally flown away
You got to know that you tear me up
When you say you want to take it all away, take it all away
You tear me up when you say
You want to take it all away, take it all away!
You were the one, and it was enough
To be the one you were dreaming of!
You were the one and we called it love
And now you take it away, take away!
I felt a pain in my chest with your kiss on my cheek
And as I tried to digest the words I couldn't believe
I'm left with nothing to say with my heart on my sleeve
Making it easy to hurt, and even harder to breathe
So if you're going to go
And leave me in a lonely gray
I won't let it show
Until you finally flown away
You got to know that you tear me up
When you say you want to take it all away, take it all away
You tear me up when you say
You want to take it all away, take it all away!
You were the one, and it was enough
To be the one you were dreaming of!
You were the one and we called it love
And now you take it away, take away!
You take it all away
You take it all away
You take it all away
You got to know that you tear me up
When you say you want to take it all away, take it all away
You tear me up when you say
You want to take it all away, take it all away!
You were the one, and it was enough
To be the one you were dreaming of!
You were the one and we called it love
And now you take it away, take away!"
105,The Bird And The Worm,https://genius.com/Owl-city-the-bird-and-the-worm-lyrics,Ocean Eyes,True,"If you're the bird
Whenever we pretend it's summer
Then I'm the worm
I know the part, it's such a bummer
But fair is fair
If my segments get separated
I'll scream
And you'll be there
Close your eyes
Slide the cotton off of your shoulder
And feel the shine
I'm hooked so toss me over
And cast the line
I'll throw a party and greet my undersea friends
As they arrive
You and I left our troubles far behind
But I still have just one more question on my mind
For all my pals who live in the oceans and the seas
With friends like these, well
Who needs enemies?
If I'm your boy
Let's take a shortcut we remember
And we'll enjoy
Picking apples in late September like
We've done for years
Then we'll take a long walk
Through the cornfield
And I'll kiss you
Between the ears
If you're my girl
Swirl me around your room with feeling
And as we twirl
The glow in the dark stars on your ceiling
Will shine for us
As love sweeps over the room
Because we tend to make
Each other blush
You and I left our troubles far behind
But I still have just one more question on my mind
For all my pals who live in the oceans and the seas
With fronds like these, well
Who needs anemones?
You're the bird, I'm the worm
And it's plain to see
That we were meant to be
We were meant to be
We were meant to be
If you're the bird
If you're the bird
Then I'm the worm
We were meant to be"
111,The Tip Of The Iceberg,https://genius.com/Owl-city-the-tip-of-the-iceberg-lyrics,Ocean Eyes,True,"Welcome back
Winter once again
And put on your warm fuzzy sweater
Because you'll feel much better when
The snowflakes fall
Gently to the ground
The temperature drops
And your shivers freeze all the rivers around
But I keep you warm
If speed's a pro
Inertia must be a con
Because the cold wind blows at precise rates
When I've got my ice skates on
If all the roads
Were paved with ice that wouldn't thaw or crack
I could skate from Maine to Nebraska
Then on to Alaska and back
Because you keep me warm
Peer over the edge
Can you see me?
Rivulets flow from your eyes
Paint runs from your mouth
Like a waterfall
And your lungs crystalize
I'll travel the sub-zero tundra
I'll brave glaciers and frozen lakes
And that's just the tip of the iceberg
I'll do whatever it takes
To change
Farewell powdery paradise
We'd rather skate on the thinnest ice
Fingers failed us before they froze
Frostbite bit down on all our toes
Snow drifts build up and enfold us
As we wait out this winter storm
So we snuggle close in the darkness
And keep each other so warm"
113,This Isn’t the End,https://genius.com/Owl-city-this-isnt-the-end-lyrics,Mobile Orchestra,True,"An 8 year old girl had a panic attack
Cause the father she loved left and never looked back
No longer the hero, she counted on
He told her he loved her and then he was gone
She tried to look happy in front of her friends
But knew that she'd never feel normal again
She fought back the tears as they filled her eyes
And wanted him back just to tell him goodbye
When the rain falls down
When it all turns around
When the light goes out this isn't the end
Her dad was a good guy that everyone liked
But nobody knew he was dying inside
He promised his family he'd be all right
And then with a gunshot he left them behind
When the rain falls down
When it all turns around
When the light goes out this isn't the end
When the rain falls down
When it all turns around
When the light goes out this isn't the end
The role of a father, he never deserved
He abandoned his daughter and never returned
And over the years though the pain was real
She finally forgave him, and started to heal
How close is the ending? Well, nobody knows
The future's a mystery and anything goes
Love is confusing and life is hard
You fight to survive cause you made it this far
It's all too astounding to comprehend
It's just the beginning this isn't the end
It's just the beginning this isn't the end"
115,Thunderstruck,https://genius.com/Owl-city-thunderstruck-lyrics,Mobile Orchestra,True,"I feel you glowing in the dark
When I collapse into your arms
I'm just a stranger in the stars
Cause somehow it seems when I am with you
That all of my dreams begin to come true
And carefully you carry me away
I've never felt so wide awake
Cause I'm wonder struck
I love how you take my breath away
I'm thunderstruck
To tell you the truth, I'm so afraid
That I'm out of luck
I love how you take my breath away
I'm thunderstruck
Ahhaha hah yeah ahhaha hah yeah
I chase the phantoms down the hall
I felt the floorboards rise and fall
I lost and never loved at all
I find in the days when you're in my dreams
The orchestra plays the prettiest themes
And carefully you carry me away
I've never felt so wide awake
Cause I'm wonder struck
I love how you take my breath away
I'm thunderstruck
To tell you the truth, I'm so afraid
That I'm out of luck
I love how you take my breath away
I'm thunderstruck
 together]
Woah, I'm leaving the world behind
(All of my dreams
Oh, and my dreams are shattered)
Woah, I'm over the moon tonight
(All of my dreams
Oh, and my dreams are shattered)
Cause somehow it seems 
That all of my dreams 
And carefully you carry me away
]
You take my breathe away
When I'm with you
All of my dreams
And my dreams are shattered
My dreams are shattered"
116,Tidal Wave,https://genius.com/Owl-city-tidal-wave-lyrics,Ocean Eyes,True,"I wish I could cross my arms, and cross your mind
'Cause I believe you'd unfold your paper heart and wear it on your sleeve
All my life I wish I broke mirrors, instead of promises
'Cause all I see, is a shattered conscience staring right back at me
I wish I had covered all my tracks completely 'cause I'm so afraid
Is that the light at the far end of the tunnel or just the train?
Lift your arms only heaven knows, where the danger grows
And it's safe to say there's a bright light up ahead and
Help is on the way
Help is on the way
Help is on the way
Help is on the way
Help is on the way
I forget the last time I felt brave, I just recall insecurity
'Cause it came down like a tidal wave, and sorrow swept over me
Depression, please cut to the chase and cut a long story short
Oh please be done. How much longer can this drama afford to run?
Fate looks sharp, severs all my ties and breaks whatever doesn't bend. But sadly then, all my heavy hopes just pull me back down again
Back down again, back down again, back down again, back down again, back down again, back down again, back down again
I forget the last time I felt brave, I just recall insecurity
'Cause it came down like a tidal wave, and sorrow swept over me
Then I was given grace and love, I was blind but now I can see
'Cause I found a new hope from above, and courage swept over me
It hurts just to wake up, whenever you're wearing thin
Alone on the outside, so tired of looking in
The end is uncertain and I've never been so afraid
But I don't need a telescope to see that there's hope
And that makes me feel brave"
118,Top of the World,https://genius.com/Owl-city-top-of-the-world-lyrics,The Midsummer Station,True,"It's my time, and right now, I'm going for it
It's my turn to take on the world
And right now, the sky is my only limit
Yeah, I'm ready to take on the world
It's my time, and right now, I'm moving forward
It's my turn to reach for the stars
And right now, it's cold, but I'm getting warmer
It's my turn to live on the edge
It's high time like dark days without an order
Yeah, I'm ready to take on the world
Oh, I'm a satellite
Because I'm over the moon tonight
Oh, feeling so alive
Cause I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Oh, feeling so alive
Cause I'm on top of the world tonight
It's my time to burn like a wildfire
It's my turn to rise to the top
I'm so stoked, with flames keep on getting higher
And I'm ready to take on the world
It's my time, and right now, I'm going for it
Yeah, I'm ready to take on the world
Oh, I'm a satellite
Because I'm over the moon tonight
Oh, feeling so alive
Cause I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Oh, feeling so alive
Cause I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Oh, I'm a satellite
Because I'm over the moon tonight
Oh, feeling so alive
Cause I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Oh, feeling so alive
Cause I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight
Whoa-oh-oh-oh-oh-oh
I'm on top of the world tonight"
120,Umbrella Beach,https://genius.com/Owl-city-umbrella-beach-lyrics,Ocean Eyes,True,"Stems and gears, oh how the daisies bloom
When chandeliers light up the engine room
Can you feel the drops as it starts to rain?
There's an underwater Ferris wheel
Where I found the missing link to this island chain
Home will always be here, unseen; out of sight
Where I disappear and hide
I think dreamy things as I'm waving goodbye
So I'll spread out my wings and fly
Home is a boxcar and it's so far out of reach
Hidden under umbrella beach
Home will always be here, unseen; out of sight
Where I disappear and hide
I think dreamy things as I'm waving goodbye
So I'll spread out my wings and fly
Home is a boxcar and it's so far out of reach
Hidden under umbrella beach"
121,Unbelievable,https://genius.com/Owl-city-unbelievable-lyrics,Mobile Orchestra,True,"It's unbelievable
This is as good as it gets
It's unbelievable
Don't know what's gonna happen next
It's unbelievable
You haven't seen nothing yet
It's unbelievable, it's unbelievable
When I was a kid I saved up all my dough so I could buy C-3PO
Put Mentos in my Diet Coke in the backseat of the bus
When I was a kid I ate ""Spaghetti Os"", played laser tag and GI Joe's
And if you vowed no girls allowed then you could join the club
When I was I was a kid I spent my Saturday's
Blowin' on Nintendo games
The newest thing was Lion King and I could feel the love
It's unbelievable
This is as good as it gets
It's unbelievable
Don't know what's gonna happen next
It's unbelievable
You haven't seen nothing yet
It's unbelievable, it's unbelievable
When I was a kid I dreamed of Power Wheels
Stayed up late watching action films
And I won't lie, my friends and I, were too legit to quit
When I was a kid I lived for climbing trees and Dr Pepper jellybeans
My favorite part of ""Jurassic Park"" was how real the Raptors looked
When I was a kid I still had VHS, watched Fresh Prince and Jazzy Jeff, Zack Morris owned the first cell phone, it was off the hook!
It's unbelievable
This is as good as it gets
It's unbelievable
Don't know what's gonna happen next
It's unbelievable
You haven't seen nothing yet
It's unbelievable, it's unbelievable
Gak, pogs, and floam and Home Alone, Berenstein bears and bean bag chairs
My L.A. Looks and Goosebumps books, oh Etch-a-sketch
What happens next?
Grape juicy juice and Dr. Seuss, piggy-back rides and
Slip-n-slides, McDonalds Fries, those were the best
What happens next?
It's unbelievable
This is as good as it gets
It's unbelievable
Don't know what's gonna happen next
It's unbelievable
You haven't seen nothing yet
It's unbelievable, those were the days oh-oh
It’s unbelievable
When I think back on my name
It’s unbelievable
Cause baby those were the days
It’s unbelievable
It ruled in so many ways
It’s unbelievable, it’s unbelievable"
123,Vanilla Twilight,https://genius.com/Owl-city-vanilla-twilight-lyrics,Ocean Eyes,True,"The stars lean down to kiss you
And I lie awake and miss you
Pour me a heavy dose of atmosphere
'Cause I'll doze off safe and soundly
But I'll miss your arms around me
I'd send a postcard to you dear
'Cause I wish you were here
I'll watch the night turn light blue
But it's not the same without you
Because it takes two to whisper quietly
The silence isn't so bad
'Til I look at my hands and feel sad
'Cause the spaces between my fingers are
Right where yours fit perfectly
I'll find repose in new ways
Though I haven't slept in two days
'Cause cold nostalgia chills me to the bone
But drenched in vanilla twilight
I'll sit on the front porch all night
Waist-deep in thought because when I think of you
I don't feel so alone
I don't feel so alone
I don't feel so alone
As many times as I blink, I'll think of you tonight
I'll think of you tonight
When violet eyes get brighter
And heavy wings grow lighter
I'll taste the sky and feel alive again
And I'll forget the world that I knew
But I swear I won't forget you
Oh, if my voice could reach back through the past
I'd whisper in your ear
""Oh darling, I wish you were here"""
124,Verge,https://genius.com/Owl-city-verge-lyrics,Mobile Orchestra,True,"Ain't too sure what I believe in
I believe in what I see
And when I close my eyes
I see my whole life ahead of me
These are our hours
This is our time 
These are our hours
Out on the verge
Out on the verge of the rest of our lives
Out on the verge of the rest of our lives tonight
Top of the world and we're dressed to the nines tonight
Edge of the Earth and we're touching the sky tonight
Out on the verge of the rest of our lives
These are our hours
This is our time
These are our hours
Out on the verge
Out on the verge of the rest of our lives
Out on the verge of the rest of our lives tonight
Top of the world and we're dressed to the nines tonight
Edge of the Earth and we're touching the sky tonight
Out on the verge of the rest of our lives
From now on, there’s no looking back
Full-steam ahead on this one-way track
From this day forth, I will make a promise
To be true to myself and always be honest
For the rest of my life
I will do what’s right
I will do what’s right
When I'm step out on the verge
Out on the verge of the rest of our lives tonight
Top of the world and we're dressed to the nines tonight
Edge of the Earth and we're touching the sky tonight
Out on the verge of the rest of our lives
Edge of the Earth and we’re touching the sky tonight
Out on the verge of the rest of our lives"
133,You’re Not Alone,https://genius.com/Owl-city-youre-not-alone-lyrics,Mobile Orchestra,True,"Some days I barely hold on
When life drags me down
I wanna let go
But when my spirit is weak
You come to my aid
And strengthen my soul
I'm lost without You
I'll never doubt You
Your grace is beyond compare
And though when it rains, it pours
You know all I have is Yours
You smile when You hear my prayer
You rescued me, and I believe
That God is love, and He is all I need
From this day forth, for all eternity
I'll never wander on my own
For I am yours until you call me home
I close my eyes, and I can hear you say
“You're not alone”, oh oh-oh
“You're not alone”, oh oh-oh
Some days I just can't go on
I stumble and fall
And I hang my head
But you reach out for my hand
And You lift me up
Again and again
Oh, yes you do
In the face of my depravity
For God so loved the world, He died for me, yeah
My fire burns, ‘till He returns
And takes me home beyond the galaxy
You're not, you're not alone
Never alone …"
